Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:km,Short name:en,Short name:km,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1300
,,,Misc_Inflammatory disease of cervix uteri,Misc_Inflammatory disease of cervix uteri,Inflammatory disease of cervix uteri,រលាកមាត់ស្បួន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Inflammation of vulva vagina,Misc_Inflammation of vulva vagina,Inflammation of vulva vagina,ជំងឺរលាកប្រដាប់ភេទស្រ្តី,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Uterine or vaginal prolapse,Misc_Uterine or vaginal prolapse,Uterine or vaginal prolapse,ស្រុតស្បួន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Genital fistula,Misc_Genital fistula,Genital fistula,ការធ្លាយរន្ធថ្មីជាមួយទ្វារមាស,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Noninflammory disorders of ovary, fallopian tube and broad ligament","Misc_Noninflammory disorders of ovary, fallopian tube and broad ligament","Noninflammory disorders of ovary, fallopian tube and broad ligament",,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Ovarian cyst,Misc_Ovarian cyst,Ovarian cyst,គីសដៃស្បូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Hematosalpinx,Misc_Hematosalpinx,Hematosalpinx,ដុំឈាមក្នុងដៃស្បូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Vaginal discharge,Misc_Vaginal discharge,Vaginal discharge,ធ្លាក់ស​ឬហូរខ្ទុះតាមទ្វារមាស,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Irregular menstruation, unspecified","Misc_Irregular menstruation, unspecified","Irregular menstruation, unspecified",ជំងឺវដ្តរដូវមិនទៀង,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Uterine and vaginal bleeding,Misc_Uterine and vaginal bleeding,Uterine and vaginal bleeding,ការឈឺចាប់នៃស្បូននិងទ្វារមាស,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Dysmenorrhoea, unspecified","Misc_Dysmenorrhoea, unspecified","Dysmenorrhoea, unspecified",ការឈឺចាប់ពេលមានរដូវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Spontaneous abortion or miscarriage,Misc_Spontaneous abortion or miscarriage,Spontaneous abortion or miscarriage,រលូត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Medical abortion,Misc_Medical abortion,Medical abortion,រំលូត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Preterm labor,Misc_Preterm labor,Preterm labor,Preterm labor,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Gynecologic diseases, other","Misc_Gynecologic diseases, other","Gynecologic diseases, other",ជំងឺរោគស្រ្តីផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Ectopic pregnancy,Misc_Ectopic pregnancy,Ectopic pregnancy,កូនក្រៅស្បូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Hydatidiform mole,Misc_Hydatidiform mole,Hydatidiform mole,កូនពង,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Early fetal death,Misc_Early fetal death,Early fetal death,ទារកស្លាប់ក្នុងផ្ទៃក្រោម២៦សប្តាហ៍,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Gestational oedema,Misc_Gestational oedema,Gestational oedema,ហើមពេលមានផ្ទៃពោះ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Gestational hypertension (HTN),Misc_Gestational hypertension (HTN),Gestational hypertension (HTN),លើសឈាមនៅពេលមានផ្ទៃពោះ(HTN),,,Misc,N/A,,,,,,,,,,,
,,,Misc_Mild to moderate pre-eclampsia,Misc_Mild to moderate pre-eclampsia,Mild to moderate pre-eclampsia,បំរុងក្រឡាភ្លើងមិនធ្ងន់ធ្ងរ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Severe pre-eclampsia,Misc_Severe pre-eclampsia,Severe pre-eclampsia,បំរុងក្រឡាភ្លើងធ្ងន់ធ្ងរ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Eclampsia,Misc_Eclampsia,Eclampsia,ក្រឡាភ្លើង,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Hemorrhage in early pregnancy,Misc_Hemorrhage in early pregnancy,Hemorrhage in early pregnancy,ធ្លាក់ឈាមមុនសម្រាល,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Excessive vomiting in pregnancy,Misc_Excessive vomiting in pregnancy,Excessive vomiting in pregnancy,ក្អួតខ្លាំងពេលមានផ្ទៃពោះ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Placental disorders,Misc_Placental disorders,Placental disorders,សុកនៅខុសកន្លែង,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Placenta accreta,Misc_Placenta accreta,Placenta accreta,សុកស៊ីជាប់សាច់ស្បួនរាក់,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Placenta percreta,Misc_Placenta percreta,Placenta percreta,សុកស៊ីជាប់សាច់ស្បួនជ្រៅ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Placenta previa,Misc_Placenta previa,Placenta previa,សុកពាំងមាត់ស្បូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Abruptio placenta,Misc_Abruptio placenta,Abruptio placenta,របើកសុកមុនកំណត់,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Prolapse of cord,Misc_Prolapse of cord,Prolapse of cord,ការធ្លាក់ទងសុកមកមុន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Postpartum hemorrhage,Misc_Postpartum hemorrhage,Postpartum hemorrhage,ធ្លាក់ឈាមក្រោយសម្រាលកូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Retained placenta,Misc_Retained placenta,Retained placenta,សល់សុកក្នុងស្បូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Puerperal sepsis,Misc_Puerperal sepsis,Puerperal sepsis,ឆ្លងរោគក្រោយសម្រាលកូន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Puerperal anemia,Misc_Puerperal anemia,Puerperal anemia,ស្លេកស្លាំងក្រោយសម្រាល,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Anemia complicating pregnancy,Misc_Anemia complicating pregnancy,Anemia complicating pregnancy,ស្លេកស្លាំងដោយសារមានផ្ទៃពោះ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Preterm delivery,Misc_Preterm delivery,Preterm delivery,Preterm delivery,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Omphalitis,Misc_Omphalitis,Omphalitis,ជំងឺរលាកអុចៗ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pregnancy,Misc_Pregnancy,Pregnancy,មានផ្ទៃពោះ,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Maternity diseases, other","Misc_Maternity diseases, other","Maternity diseases, other",ជំងឺផ្នែកសម្ភពផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pharyngitis,Misc_Pharyngitis,Pharyngitis,ជំងឺ Pharyngitis,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Tonsilitis,Misc_Tonsilitis,Tonsilitis,ជំងឺរលាកកាំរស្មី,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Acute nasopharyngitis (viral URI, common cold)","Misc_Acute nasopharyngitis (viral URI, common cold)","Acute nasopharyngitis (viral URI, common cold)",ជំងឺរលាកច្រមុះស្រួចស្រាល (ជំងឺផ្តាសាយទូទៅ URI),,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute upper respiratory infection (ARI),Misc_Acute upper respiratory infection (ARI),Acute upper respiratory infection (ARI),រលាកផ្លូវដង្ហើមលើស្រួចស្រាវ(ARI),,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pneumonia,Misc_Pneumonia,Pneumonia,ជំងឺរលាកសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute bronchitis,Misc_Acute bronchitis,Acute bronchitis,រលាកទងសួតស្រួចស្រាវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Bronchiolitis,Misc_Bronchiolitis,Bronchiolitis,,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Bronchopneumonia,Misc_Bronchopneumonia,Bronchopneumonia,,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute bronchiolitis,Misc_Acute bronchiolitis,Acute bronchiolitis,ការរលាកទងសួតតូចស្រួចស្រាវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Rhinitis,Misc_Rhinitis,Rhinitis,រលាកច្រមុះ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute sinusitis,Misc_Acute sinusitis,Acute sinusitis,រលាកឆ្អឹងsinus,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Acute lower respiratory infection, other (ARI)","Misc_Acute lower respiratory infection, other (ARI)","Acute lower respiratory infection, other (ARI)",រលាកផ្លូវដង្ហើមខាងក្រោមផេ្សងទៀត(ARI​),,,Misc,N/A,,,,,,,,,,,
,,,Misc_Hypertrophy of tonsils,Misc_Hypertrophy of tonsils,Hypertrophy of tonsils,ការរីកធំនៃ សាច់បំពង់ក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Emphysema,Misc_Emphysema,Emphysema,ខ្យល់ក្នុងសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Chronic obstructive pulmonary disease (COPD),Misc_Chronic obstructive pulmonary disease (COPD),Chronic obstructive pulmonary disease (COPD),ជំងឺ​ស្ទះ​ផ្លូវដង្ហើម​រ៉ាំរ៉ៃ(COPD),,,Misc,N/A,,,,,,,,,,,
,,,Misc_Asthma,Misc_Asthma,Asthma,ជំងឺហឺត​,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Bronchiectasis,Misc_Bronchiectasis,Bronchiectasis,ជំងឺរីកទងសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Adult respiratory distress syndrome,Misc_Adult respiratory distress syndrome,Adult respiratory distress syndrome,,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute pulmonary edema,Misc_Acute pulmonary edema,Acute pulmonary edema,ហើមសួតស្រួចស្រាវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Abscess of lung,Misc_Abscess of lung,Abscess of lung,បូសសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pyothorax,Misc_Pyothorax,Pyothorax,ខ្ទុះក្នុងសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pleural effusion,Misc_Pleural effusion,Pleural effusion,ទឹកស្រោមសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute respiratory failure,Misc_Acute respiratory failure,Acute respiratory failure,ខ្សោយសួតស្រួចស្រាវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Chronic respiratory failure,Misc_Chronic respiratory failure,Chronic respiratory failure,ខ្សោយសួតរ៉ាំ​រ៉ៃ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Atelectasis,Misc_Atelectasis,Atelectasis,ស្វិតសួត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Epistaxis,Misc_Epistaxis,Epistaxis,,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Hemoptysis,Misc_Hemoptysis,Hemoptysis,ក្អកឈាម,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Cough, more than 14days","Misc_Cough, more than 14days","Cough, more than 14days",ក្អកលើសពី១៤ថ្ងៃ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dyspnea,Misc_Dyspnea,Dyspnea,ជំងឺហត់,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Illness, unspecified","Misc_Illness, unspecified","Illness, unspecified",,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Pain, unspecified","Misc_Pain, unspecified","Pain, unspecified",,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Fatigue,Misc_Fatigue,Fatigue,អស់កម្លាំង,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Respiratory disorders, other","Misc_Respiratory disorders, other","Respiratory disorders, other",ជំងឺផ្លូវដង្ហើមផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Intestinal parasitism, unspecified","Misc_Intestinal parasitism, unspecified","Intestinal parasitism, unspecified",ប៉ារ៉ាសិត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Scabies,Misc_Scabies,Scabies,រមាស់ក្រោមស្បែក,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Abscess, skin","Misc_Abscess, skin","Abscess, skin",អាប់ស,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Impetigo,Misc_Impetigo,Impetigo,រលកកែវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Carbuncle​ of face​​,Misc_Carbuncle​ of face​​,Carbuncle​ of face​​,បូសទ្រនិចនៅមុខ​,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Cellulitis,Misc_Cellulitis,Cellulitis,ជំងឺកោសិកា,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Skin infection,Misc_Skin infection,Skin infection,ការឆ្លងស្បែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Atopic dermatitis,Misc_Atopic dermatitis,Atopic dermatitis,រលាកស្បែកត្រអក​,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Seborrhoeic dermatitis,Misc_Seborrhoeic dermatitis,Seborrhoeic dermatitis,ជំងឺស្បែកឡើងក្រាស់,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Skin allergy,Misc_Skin allergy,Skin allergy,Skin allergy,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Exfoliative dermatitis,Misc_Exfoliative dermatitis,Exfoliative dermatitis,រលាកស្បែកឡើងក្រហម,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pruritus,Misc_Pruritus,Pruritus,រមាស់ស្បែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Eczema,Misc_Eczema,Eczema,ជំងឺត្រអក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Psoriasis,Misc_Psoriasis,Psoriasis,រលាកស្បែកបែកស្រកាឡើងក្រហម,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Urticaria,Misc_Urticaria,Urticaria,កន្ទាលត្រអាក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Erythema multiforme,Misc_Erythema multiforme,Erythema multiforme,ពងទឹកលើស្បែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Sunburn,Misc_Sunburn,Sunburn,រលាកស្បែកដោយសារកំដៅថ្ងៃ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Radiodermatitis,Misc_Radiodermatitis,Radiodermatitis,រលាកស្បែកដោយសារកាំរស្មី,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acne,Misc_Acne,Acne,ជំងឺមុន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Rosacea,Misc_Rosacea,Rosacea,ជំងឺមុនលើផ្ទៃមុខ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Vitiligo,Misc_Vitiligo,Vitiligo,ឃ្លង់ល្ពៅ,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Skin diseases, other","Misc_Skin diseases, other","Skin diseases, other",ជំងឺសើស្បែកផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Rash / nonspecific skin eruption,Misc_Rash / nonspecific skin eruption,Rash / nonspecific skin eruption,ស្នាមកន្ទួល,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Supernumerary teeth,Misc_Supernumerary teeth,Supernumerary teeth,ធ្មេញដុះលើសចំនួន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Embedded and impacted teeth,Misc_Embedded and impacted teeth,Embedded and impacted teeth,ធ្មេញដុះកប់ជ្រៅ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dental caries,Misc_Dental caries,Dental caries,ដង្កូវស៊ីធ្មេញ,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Diseases of hard teeth tissue, other","Misc_Diseases of hard teeth tissue, other","Diseases of hard teeth tissue, other",ជំងឺអញ្ចាញធ្មេញផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Cracked tooth,Misc_Cracked tooth,Cracked tooth,ធ្មេញប្រេះ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute gingivitis,Misc_Acute gingivitis,Acute gingivitis,រលាកអញ្ចាញធ្មេញស្រួចស្រាវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Chronic gingivitis,Misc_Chronic gingivitis,Chronic gingivitis,រលាកអញ្ចាញធ្មេញរ៉ាំរៃ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dental Abscess,Misc_Dental Abscess,Dental Abscess,បូសធ្មេញ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dental problem,Misc_Dental problem,Dental problem,បញ្ហាធ្មេញ,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Oral diseases, other","Misc_Oral diseases, other","Oral diseases, other",ជំងឺមាត់ធ្មេញផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Oral ulcer, other forms of stomatitis","Misc_Oral ulcer, other forms of stomatitis","Oral ulcer, other forms of stomatitis",ដំបៅមាត់,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Trachoma,Misc_Trachoma,Trachoma,ជំងឺអៀស៊ីភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Abscess of eyelid,Misc_Abscess of eyelid,Abscess of eyelid,ខ្ទុះនៅត្របកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Chalazion,Misc_Chalazion,Chalazion,ជំងឺពពែភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Blepharitis,Misc_Blepharitis,Blepharitis,ជំងឺរលាកត្របកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Trichiasis,Misc_Trichiasis,Trichiasis,ជំងឺប្រែងចាកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Lagophthalmos,Misc_Lagophthalmos,Lagophthalmos,ត្របកភ្នែកបិទអត់ជិត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Ptosis of eyelid,Misc_Ptosis of eyelid,Ptosis of eyelid,ជំងឺធ្លាក់ត្របកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Xanthelasma of eyelid,Misc_Xanthelasma of eyelid,Xanthelasma of eyelid,ដុំខ្លាញ់នៅត្របកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Cysts of eyelid,Misc_Cysts of eyelid,Cysts of eyelid,ដុំគីសលើត្របកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dermatochalasis of eyelid,Misc_Dermatochalasis of eyelid,Dermatochalasis of eyelid,ជំងឺសាច់ត្របកភ្នែកដុះច្រើន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dacryoadenitis,Misc_Dacryoadenitis,Dacryoadenitis,ជំងឺរលាកក្រពេញបញ្ចេញទឹកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Dry eye syndrome,Misc_Dry eye syndrome,Dry eye syndrome,ជំងឺស្ងួតគ្រាប់ភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Lacrimal cyst,Misc_Lacrimal cyst,Lacrimal cyst,គីសក្រពេញទឹកភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Epiphora,Misc_Epiphora,Epiphora,ជំងឺហូរទឹកភ្នែកច្រើន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Acute dacryocystitis,Misc_Acute dacryocystitis,Acute dacryocystitis,រលាកថង់ទឹកភ្នែកស្រួចស្រាវ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Chronic dacryocystitis,Misc_Chronic dacryocystitis,Chronic dacryocystitis,រលាកថង់ទឹកភ្នែករុំារ៉ៃ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Cyst of orbit,Misc_Cyst of orbit,Cyst of orbit,គីសអ័កប៊ីត,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Conjunctivitis,Misc_Conjunctivitis,Conjunctivitis,ជំងឺភ្នែកក្រហម,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Pterygium of eye,Misc_Pterygium of eye,Pterygium of eye,ជំងឺកន្ទុយថ្លែន,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Keratitis,Misc_Keratitis,Keratitis,រលាកកញ្ចក់ភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Corneal ulcer,Misc_Corneal ulcer,Corneal ulcer,ដំបៅកញ្ចក់ភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Uveitis,Misc_Uveitis,Uveitis,ជំងឺរលាកប្រស្រីភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Age related cataract,Misc_Age related cataract,Age related cataract,ជំងឺឡើងបាយភ្នែកមនុស្សចាស់,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Cataract, other","Misc_Cataract, other","Cataract, other",ជំងឺឡើងបាយភ្នែកផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Glaucoma,Misc_Glaucoma,Glaucoma,ជំងឺដក់ទឹកក្នុងភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Visual distubances,Misc_Visual distubances,Visual distubances,ការរំខានដែលមើលឃើញ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Otitis externa,Misc_Otitis externa,Otitis externa,Otitis externa,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Otitis media, unspecified","Misc_Otitis media, unspecified","Otitis media, unspecified",Otitis media មិនបានបញ្ជាក់,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Otitis media, chronic","Misc_Otitis media, chronic","Otitis media, chronic",Otitis media រ៉ាំរ៉ៃ,,,Misc,N/A,,,,,,,,,,,
,,,Misc_Eye diseases,Misc_Eye diseases,Eye diseases,ជំងឺភ្នែក,,,Misc,N/A,,,,,,,,,,,
,,,"Misc_Eye problem, other","Misc_Eye problem, other","Eye problem, other",ជំងឺភ្នែកផ្សេងៗ,,,Misc,N/A,,,,,,,,,,,
